,0 Present day longitude (degrees),1 Present day latitude (degrees),2 Reconstructed longitude (degrees),3 Reconstructed latitude (degrees),4 Age (Ma),5 Time before mineralisation (Myr),6 Seafloor age (Myr),7 Segment length (km),8 Slab length (km),9 Distance to trench edge (km),10 Subducting plate normal velocity (km/Myr),11 Subducting plate parallel velocity (km/Myr),12 Overriding plate normal velocity (km/Myr),13 Overriding plate parallel velocity (km/Myr),14 Convergence normal rate (km/Myr),15 Convergence parallel rate (km/Myr),16 Subduction polarity (degrees),17 Subduction obliquity (degrees),18 Distance along margin (km),19 Subduction obliquity signed (radians),20 Ore Deposits Binary Flag (1 or 0)
95,-71.22557777777776,-21.86550666666667,-36.65412164225622,-27.504047233776323,0.0,104.5,27.05270135658599,55.691654555555544,1386.4844429999998,43.70145255555556,46.46932366666667,63.71191455555554,-40.726412,21.64912288888889,69.57795655555556,20.46498777777778,-5.405125222222222,23.073912888888888,2772.77625,0.2454235462578816,0.0
96,-71.22557777777776,-21.86550666666667,-33.311729276864675,-28.019572505361015,0.0,114.5,23.123515376711538,55.67394944444444,2242.3643161111113,157.12789888888886,44.99825322222223,7.487674444444444,-16.57987377777778,-9.397251666666667,45.64719933333332,-36.41487577777777,-6.277194111111111,46.40718277777778,2772.77625,-0.6818735989729079,0.0
97,-71.22557777777776,-21.86550666666667,-33.2313187885028,-27.933186891276414,0.0,124.5,14.155434321509892,56.35360544444444,2078.4099502222216,412.45430066666665,72.40922655555555,15.263244222222221,6.679822888888888,15.054160111111107,72.63006899999999,134.80993455555557,-3.6370340000000008,60.44812788888889,2772.77625,1.0550188465834591,0.0
98,-71.22557777777776,-21.86550666666667,-35.54998213353056,-28.733393723980292,0.0,134.5,11.597115872581679,55.92322688888889,186.55141311111115,121.06862455555554,42.60560822222222,12.058981555555555,36.389142888888884,-3.4723416666666664,7.875351,107.383256,-0.44241011111111117,82.38859744444446,2772.77625,0.2806980881464925,1.0
99,-71.22557777777776,-21.86550666666667,-38.26385594542682,-28.671697767434164,0.0,144.5,11.436861300334618,55.4541,129.36249677777775,43.30321566666667,53.17868744444445,-7.879993666666666,12.842988222222223,6.963321444444446,40.82269822222222,36.43474666666666,0.05367755555555583,45.60415733333333,2772.77625,0.268336791895775,1.0
100,-71.22557777777776,-21.86550666666667,-38.98630766969268,-28.000305069006913,0.0,154.5,13.335347762259104,55.97263777777778,1149.9264943333333,321.16810699999996,44.99217988888889,4.496455555555556,4.651439,-23.708888111111115,27.01003544444444,28.255298777777778,1.2905925555555555,38.72762088888889,2772.77625,0.3708820920930789,0.0
101,-71.22557777777776,-21.86550666666667,-39.111442141442105,-25.512347511880144,0.0,164.5,15.159701460077107,55.605755666666674,600.0324787777778,600.0324787777778,27.59282077777778,22.178439333333333,-3.0106845555555553,-26.789815222222224,14.163526222222222,10.038895888888888,2.605989888888889,33.255160333333336,2772.77625,0.5796845056649182,0.0
102,-73.03072999999999,-17.970247777777782,-72.3121549491604,-18.52973741462143,0.0,4.5,45.10002771753455,54.51807177777778,3430.8122751111114,2693.6552448888892,76.52949395061728,-34.629484197530864,-1.9020370370370374,21.352186666666668,78.73653432098767,-55.718807037037045,-45.51097555555556,35.30326790123457,3269.1698388888894,-0.6161582631701731,0.0
103,-73.03072999999999,-17.970247777777782,-70.53102779012553,-19.811826567021907,0.0,14.5,55.96455584918662,54.42242355555557,3882.886696888889,2554.529664888889,91.38845355555556,-37.02955355555556,-4.349476111111111,25.026838777777773,97.76445644444445,-60.99282988888889,-44.70902111111111,32.15684122222221,3269.1698388888894,-0.5612427482908865,1.0
104,-73.03072999999999,-17.970247777777782,-68.2681099397176,-21.220564023354395,0.0,24.5,65.79189943675715,54.20590966666666,3885.286328333333,2445.9386195555558,89.94884077777779,-25.589366777777776,-6.278026666666667,28.254564888888886,93.59001122222222,-53.18683866666667,-45.5126598888889,28.998863666666672,3269.1698388888894,-0.50612564848357,1.0
